LATITUDE,LONGITUDE,ACCIDENTDATE,YEAR,DAYOFWEEK,ACCIDENTTYPE,FEETFROMINTERSECTION,ROADSURFACE,ROADCONDITION,STREETLIGHT,LIGHTCONDITION,WEATHER,TRAFFICCONDITION
38.900551,-77.016456,8-Aug-14,2014,Friday,Prop. Damage,0, ,Dry,Street Lights Off,Daylight,Clear,Light
38.924302,-77.022737,14-Feb-15,2015,Saturday,Prop. Damage,0,Asphalt,Snow,Street Lights On,Dark (Lighted),Clear,Medium
38.917099,-76.954895,5-Aug-10,2010,Thursday,Prop. Damage,25,Other,Dry,Street Lights Off,Daylight,Clear,Medium
38.908625,-77.082405,16-Sep-14,2014,Tuesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.965067,-77.028402,18-Mar-12,2012,Sunday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.903234,-77.020894,22-Jan-11,2011,Saturday,Prop. Damage,10,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.905651,-77.044901,20-Dec-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.893722,-77.001853,30-Apr-14,2014,Wednesday,Prop. Damage,10,Asphalt,Wet,Street Lights Off,Daylight,Rain,Light
38.92754,-77.03252,7-Sep-11,2011,Wednesday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Medium
38.934536,-77.089183,19-Jan-12,2012,Thursday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.897652,-77.045204,26-Feb-10,2010,Friday,Prop. Damage,2,Asphalt,Repairing,Street Lights Off,Daylight,Severe Crosswind,Medium
38.917377,-76.960835,5-Dec-11,2011,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.9211,-77.0437,15-Apr-15,2015,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.952736,-77.022682,24-Aug-14,2014,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.90414,-77.05475,26-Oct-14,2014,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.929333,-76.98008,22-Sep-10,2010,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.942311,-77.068984,17-Apr-14,2014,Thursday,Prop. Damage,10,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.896487,-76.926318,22-Apr-14,2014,Tuesday,Injury,0,Asphalt,Dry,None,Daylight,Clear,Medium
38.876342,-76.991472,30-Aug-13,2013,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.939568,-77.075011,23-Feb-14,2014,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.89208,-77.023962,17-Aug-13,2013,Saturday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.914559,-77.03928,1-Jun-13,2013,Saturday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.867239,-76.988462,28-Apr-15,2015,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.901909,-77.03224,8-Aug-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.933653,-77.025354,12-Dec-11,2011,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.938184,-76.99396,1-Jul-14,2014,Tuesday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.902805,-76.995971,28-Jun-10,2010,Monday,Injury,10,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.89592,-76.99376,3-Jul-10,2010,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.90569,-77.010726,4-Aug-11,2011,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.851762,-76.969174,4-May-10,2010,Tuesday,Prop. Damage,20,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.895786,-77.02053,17-Aug-10,2010,Tuesday,Prop. Damage,10,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.874523,-77.012113,23-Apr-11,2011,Saturday,Prop. Damage,50,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.892389,-77.059297,29-May-13,2013,Wednesday,Injury,0,Concrete,Dry,Street Lights Off,Daylight,Clear,Heavy
38.904581,-77.053475,20-Jan-15,2015,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.865908,-76.978626,17-Sep-12,2012,Monday,Injury,0,Asphalt,Dry,None,Daylight,Other,Medium
38.90392,-77.01893,31-Oct-11,2011,Monday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.902821,-77.024839,30-Aug-11,2011,Tuesday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Medium
38.894123,-77.016739,11-Aug-10,2010,Wednesday,Injury,80,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.917223,-76.974189,10-Dec-13,2013,Tuesday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Fog/Mist,Light
38.859309,-76.995,16-Apr-15,2015,Thursday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.872569,-76.966642,22-Jun-15,2015,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.910969,-77.012413,17-Oct-10,2010,Sunday,Prop. Damage,10,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.9002,-77.03655,19-Dec-13,2013,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.90292,-77.031588,23-May-14,2014,Friday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.923942,-76.987868,13-Jan-14,2014,Monday,Prop. Damage,0,Concrete,Dry,Street Lights Off,Daylight,Clear,Medium
38.920681,-77.021553,18-Jun-13,2013,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Rain,Heavy
38.943275,-77.032726,21-May-12,2012,Monday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.859927,-76.989926,16-Sep-13,2013,Monday,Prop. Damage,5,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.892971,-76.922569,24-Jan-13,2013,Thursday,Prop. Damage,0,Asphalt,Snow,None,Daylight,Snow,Light
38.87649,-77.00418,30-Jun-12,2012,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.900852,-76.946482,15-Mar-14,2014,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.887569,-77.028059,1-Aug-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.878079,-77.039709,22-Oct-10,2010,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.907749,-77.084084,15-Apr-10,2010,Thursday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.822444,-77.000473,18-Feb-11,2011,Friday,Prop. Damage,20,Concrete,Dry,Street Lights Off,Daylight,Clear,Heavy
38.90519,-77.06118,10-Sep-14,2014,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.923019,-77.104263,11-Jul-11,2011,Monday,Prop. Damage,100,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.89332,-76.98074,9-Sep-10,2010,Thursday,Prop. Damage,40,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.8815,-76.93303,12-Nov-13,2013,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.899482,-76.979065,22-Mar-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.916247,-77.066923,20-Oct-13,2013,Sunday,Prop. Damage,0,Concrete,Dry,Other,Other,Clear,Light
38.900229,-77.020189,8-Mar-15,2015,Sunday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Clear,Medium
38.948867,-77.008294,3-Oct-12,2012,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.899295,-77.047093,2-Apr-13,2013,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Daylight,Clear,Medium
38.904139,-77.054762,7-Jun-12,2012,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.955408,-77.02764,14-Mar-15,2015,Saturday,Prop. Damage,30,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.935783,-77.087728,11-May-14,2014,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.8995,-77.039776,11-Dec-12,2012,Tuesday,Prop. Damage,5,Asphalt,Dry,Street Lights Off,Dusk,Clear,Heavy
38.879803,-76.994694,13-Dec-12,2012,Thursday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.865991,-76.980575,23-Nov-10,2010,Tuesday,Injury,0,Concrete,Dry,Street Lights Off,Daylight,Clear,Heavy
38.889926,-77.014058,20-Jun-13,2013,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.893269,-76.994659,19-Jun-14,2014,Thursday,Injury,25,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.901396,-76.946252,3-Jun-12,2012,Sunday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Clear,Medium
38.963279,-77.035845,15-Apr-15,2015,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.90723,-77.01544,4-Nov-10,2010,Thursday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Light
38.919969,-77.07351,6-Sep-12,2012,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.885021,-76.941086,11-Mar-11,2011,Friday,Injury,15,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.90194,-76.97621,5-Apr-11,2011,Tuesday,Injury,0,Asphalt,Wet,Street Lights On,Daylight,Rain,Light
38.896027,-76.916916,27-Dec-14,2014,Saturday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Clear,Light
38.900414,-77.042029,26-Feb-13,2013,Tuesday,Injury,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Medium
38.920602,-77.015522,6-Oct-10,2010,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.941778,-77.075811,15-Apr-13,2013,Monday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.892223,-76.994573,1-Oct-11,2011,Saturday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.923539,-77.051514,6-Jun-12,2012,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.872503,-76.973219,7-Jan-14,2014,Tuesday,Prop. Damage,0, ,Dry,None,Daylight,Clear,Medium
38.979607,-77.026787,1-Apr-10,2010,Thursday,Injury,100,Asphalt,Dry,Street Lights On,Daylight,Clear,Medium
38.833488,-77.012854,1-Dec-10,2010,Wednesday,Prop. Damage,1000,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Heavy
38.908683,-77.082984,7-Jul-10,2010,Wednesday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.872244,-77.013664,21-Feb-12,2012,Tuesday,Prop. Damage,150,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.91751,-76.971914,10-Jan-14,2014,Friday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Heavy
38.90284,-77.024857,21-Jan-12,2012,Saturday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Snow,Medium
38.96506,-77.07596,22-May-13,2013,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.892399,-76.950455,7-Dec-14,2014,Sunday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Unknown Lighting),Other,Medium
38.880814,-76.987097,15-Mar-11,2011,Tuesday,Prop. Damage,500,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.904784,-77.016318,12-May-10,2010,Wednesday,Injury,75,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.89599,-77.04171,12-Jul-13,2013,Friday,Prop. Damage,10,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.9068,-77.011349,12-May-15,2015,Tuesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.992098,-77.036483,14-Nov-11,2011,Monday,Prop. Damage,5,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.949818,-77.008014,29-Sep-11,2011,Thursday,Prop. Damage,95,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.9089,-77.004555,19-Nov-13,2013,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Heavy
38.907192,-77.036871,29-Mar-10,2010,Monday,Prop. Damage,3000,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.92309,-76.99019,4-Mar-13,2013,Monday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.911466,-77.027346,19-Aug-14,2014,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.896201,-77.007538,3-Mar-15,2015,Tuesday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.882449,-77.023227,13-Jun-15,2015,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.911454,-77.024108,2-May-11,2011,Monday,Prop. Damage,150,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.904475,-77.01648,3-Aug-12,2012,Friday,Prop. Damage,150,Asphalt,Dry,None,Daylight,Clear,Heavy
38.954327,-77.010483,22-Apr-12,2012,Sunday,Prop. Damage,15,Asphalt,Wet,Street Lights Off,Daylight,Rain,Light
38.901331,-77.043459,3-Mar-15,2015,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.916993,-76.955031,22-Jan-11,2011,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.904475,-77.01648,25-Sep-14,2014,Thursday,Prop. Damage,120,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.917868,-77.037971,7-Aug-12,2012,Tuesday,Prop. Damage,75,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.914646,-76.988686,26-Mar-10,2010,Friday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.893352,-76.950829,9-May-15,2015,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.919414,-76.986358,24-May-11,2011,Tuesday,Prop. Damage,0,Concrete,Dry,Street Lights Off,Daylight,Clear,Light
38.832132,-77.010649,14-Apr-11,2011,Thursday,Injury,150,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.923899,-76.954706,24-Jul-12,2012,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.939281,-77.06723,8-Nov-10,2010,Monday,Prop. Damage,10,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.916618,-77.068779,26-Mar-13,2013,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.958726,-77.009048,7-Jul-11,2011,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.954692,-77.06963,12-Oct-11,2011,Wednesday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dusk,Rain,Heavy
38.895786,-77.02053,27-Mar-10,2010,Saturday,Prop. Damage,50,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.960798,-77.085729,16-Jan-15,2015,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.854848,-76.965702,10-Oct-14,2014,Friday,Injury,0,Asphalt,Dry,Street Lights On,Daylight,Clear,Medium
38.87204,-77.0137,12-Mar-12,2012,Monday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.878009,-76.992174,23-Nov-14,2014,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.892289,-76.951261,13-Sep-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.868423,-76.983474,11-Feb-12,2012,Saturday,Prop. Damage,30,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.874485,-77.009379,27-Apr-15,2015,Monday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.90021,-77.0067,18-Apr-12,2012,Wednesday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.965362,-77.003181,4-Mar-10,2010,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.835045,-77.007507,22-Mar-12,2012,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dawn,Fog/Mist,Heavy
38.953722,-76.998298,22-Jul-10,2010,Thursday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.89744,-77.006619,2-Oct-10,2010,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.891332,-76.984673,26-Sep-11,2011,Monday,Prop. Damage,40, ,Dry,Unknown,Daylight,Clear,Light
38.99067,-77.036267,23-Oct-13,2013,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.909635,-77.048797,15-Sep-12,2012,Saturday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Light
38.820464,-77.022467,8-Feb-15,2015,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.917,-77.03649,21-Sep-12,2012,Friday,Injury,30,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.897312,-77.023988,25-Feb-14,2014,Tuesday,Injury,10,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.963895,-77.020001,21-Sep-10,2010,Tuesday,Injury,30,Concrete,Dry,Street Lights Off,Daylight,Clear,Light
38.875049,-76.93267,16-Jul-11,2011,Saturday,Injury,100,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.880439,-76.9913,13-Sep-14,2014,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.925276,-77.072881,12-Dec-12,2012,Wednesday,Prop. Damage,100,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.914639,-77.045235,8-Dec-10,2010,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.878951,-76.996108,13-Dec-14,2014,Saturday,Injury,0,Asphalt,Dry,None,Dark (Lighted),Clear,Light
38.900714,-76.99051,20-Jun-10,2010,Sunday,Prop. Damage,150,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.864769,-77.002411,13-Jan-13,2013,Sunday,Injury,1000,Asphalt,Dry,Street Lights On,Dark (Lighted),Fog/Mist,Light
38.903651,-77.011422,5-Mar-14,2014,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.900993,-77.030348,10-Jul-12,2012,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.976087,-77.026342,31-Aug-13,2013,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.899067,-77.008134,17-Oct-12,2012,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.91512,-77.04489,6-Sep-13,2013,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.915421,-77.03167,5-May-13,2013,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.911324,-77.045212,11-Feb-14,2014,Tuesday,Prop. Damage,70,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.905189,-77.06281,9-Oct-13,2013,Wednesday,Prop. Damage,60,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.899707,-77.050186,19-Jan-10,2010,Tuesday,Prop. Damage,25,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.913074,-76.934364,3-Nov-10,2010,Wednesday,Injury,100,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.860809,-76.967148,1-Apr-11,2011,Friday,Prop. Damage,100,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.84341,-76.99591,9-Feb-14,2014,Sunday,Injury,0,Asphalt,Wet,Street Lights On,Daylight,Rain,Medium
38.926895,-77.033119,7-Apr-12,2012,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.86073,-76.993545,7-Dec-14,2014,Sunday,Prop. Damage,400,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.919601,-77.001815,26-May-14,2014,Monday,Prop. Damage,25,Asphalt,Dry,Street Lights On,Daylight,Clear,Medium
38.914932,-77.055229,22-Aug-12,2012,Wednesday,Prop. Damage,0,Asphalt,Wet,Defective,Dark (Lighted),Clear,Light
38.907016,-77.032381,22-Feb-13,2013,Friday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.887861,-76.920227,13-Dec-10,2010,Monday,Injury,0,Asphalt,Ice,Street Lights Off,Dusk,Clear,Heavy
38.951,-77.036837,15-Aug-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.862696,-76.9955,29-Jul-11,2011,Friday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.894348,-76.912267,18-Jun-15,2015,Thursday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.90252,-77.02963,11-Jul-12,2012,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.902068,-76.982425,30-Aug-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.863216,-76.955849,24-Feb-13,2013,Sunday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Clear,Light
38.86239,-76.99767,21-Apr-11,2011,Thursday,Injury,0,Concrete,Dry,None,Daylight,Clear,Medium
38.902695,-76.942986,31-Mar-14,2014,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.829443,-77.003512,17-May-10,2010,Monday,Injury,200,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.948529,-77.08055,26-Sep-14,2014,Friday,Prop. Damage,10,Concrete,Dry,Street Lights Off,Daylight,Clear,Heavy
38.923719,-77.052013,12-Dec-14,2014,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.90537,-77.01477,22-Jun-11,2011,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.959019,-77.067864,17-Apr-13,2013,Wednesday,Injury,5,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.934322,-77.024243,26-Mar-14,2014,Wednesday,Injury,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Clear,Medium
38.931354,-77.023849,9-Jul-12,2012,Monday,Prop. Damage,20,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.936108,-77.029907,2-Oct-10,2010,Saturday,Injury,150,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.921699,-76.968972,5-May-13,2013,Sunday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Unknown Lighting),Clear,Light
38.865595,-76.950187,24-Dec-13,2013,Tuesday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Medium
38.895222,-76.948669,1-Jan-10,2010,Friday,Injury,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.92618,-77.07319,8-Sep-11,2011,Thursday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Heavy
38.94673,-77.065,29-Jun-11,2011,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.907505,-77.009331,23-Oct-10,2010,Saturday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.90251,-76.993759,18-Sep-13,2013,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.88923,-76.990236,1-Jun-12,2012,Friday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Dark (Not Lighted),Rain,Medium
38.928407,-77.063298,18-Nov-10,2010,Thursday,Prop. Damage,20,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.898946,-77.003315,5-Oct-11,2011,Wednesday,Injury,100,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.916993,-76.955031,21-Jul-11,2011,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.86306,-76.999137,10-Nov-13,2013,Sunday,Prop. Damage,5,Asphalt,Dry,None,Daylight,Clear,Medium
38.895553,-76.9948,29-Nov-13,2013,Friday,Prop. Damage,40,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.904004,-77.04317,19-Apr-13,2013,Friday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Medium
38.879301,-77.009115,18-Oct-11,2011,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.895943,-77.030151,1-Oct-10,2010,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.909499,-77.046988,28-Jun-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.970126,-77.022781,10-Dec-12,2012,Monday,Injury,0,Asphalt,Wet,Street Lights On,Dawn,Fog/Mist,Light
38.964745,-77.070503,4-Feb-10,2010,Thursday,Injury,5,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.89449,-76.913481,23-Jul-10,2010,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.867847,-76.959228,3-Mar-13,2013,Sunday,Prop. Damage,40,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.899547,-77.019801,17-Jan-10,2010,Sunday,Prop. Damage,30,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.910939,-77.039287,31-Oct-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.9305,-77.007301,29-Sep-10,2010,Wednesday,Injury,1,Asphalt,Wet,Street Lights Off,Daylight,Rain,Light
